,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,7.0,7.0,7.0,7.0,6.685,6.369999999999999,6.054999999999999,5.739999999999998,5.739999999999998,5.424999999999998,5.109999999999998,5.109999999999998,4.794999999999997,4.794999999999997,4.794999999999997,4.794999999999997,4.479999999999997,4.1649999999999965,3.8499999999999965,3.8499999999999965,3.8499999999999965,3.8499999999999965,3.5349999999999966,3.2199999999999966,2.9049999999999967,2.5899999999999967,2.274999999999997,1.9599999999999969,1.9599999999999969,1.644999999999997,1.644999999999997,1.329999999999997,1.014999999999997,1.014999999999997,1.014999999999997
1,4.5,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,3.78,3.78,3.42,3.42,3.42,3.06,2.7,2.3400000000000003,1.9800000000000004,1.6200000000000006,1.2600000000000007,0.9000000000000007,0.9000000000000007,0.9000000000000007,0.9000000000000007,0.9000000000000007
2,4.5,4.14,4.14,4.14,4.14,4.14,4.14,3.78,3.42,3.42,3.42,3.06,2.7,2.7,2.7,2.7,2.7,2.7,2.3400000000000003,2.3400000000000003,1.9800000000000004,1.6200000000000006,1.6200000000000006,1.6200000000000006,1.6200000000000006,1.6200000000000006,1.6200000000000006,1.6200000000000006,1.6200000000000006,1.6200000000000006,1.2600000000000007,1.2600000000000007,0.9000000000000007,0.9000000000000007,0.9000000000000007
3,7.0,6.265,6.265,6.265,6.265,5.949999999999999,5.949999999999999,5.634999999999999,5.634999999999999,5.3199999999999985,5.004999999999998,5.004999999999998,4.689999999999998,4.689999999999998,4.689999999999998,4.689999999999998,4.689999999999998,4.689999999999998,4.374999999999997,4.059999999999997,3.744999999999997,3.744999999999997,3.429999999999997,3.429999999999997,3.114999999999997,2.3799999999999972,2.3799999999999972,2.3799999999999972,2.0649999999999973,1.7499999999999973,1.4349999999999974,1.4349999999999974,1.4349999999999974,1.1199999999999974,1.1199999999999974
4,4.5,4.14,4.14,4.14,3.78,3.78,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,2.7,2.3400000000000003,2.3400000000000003,1.9800000000000004,1.9800000000000004,1.6200000000000006,1.6200000000000006,1.6200000000000006,1.6200000000000006,1.2600000000000007,1.2600000000000007,1.2600000000000007,1.2600000000000007,1.2600000000000007,1.2600000000000007
5,7.0,6.265,6.265,6.265,5.949999999999999,5.949999999999999,5.949999999999999,5.634999999999999,5.3199999999999985,5.004999999999998,5.004999999999998,4.689999999999998,3.954999999999998,3.954999999999998,3.954999999999998,3.954999999999998,3.639999999999998,3.324999999999998,3.009999999999998,3.009999999999998,3.009999999999998,3.009999999999998,2.694999999999998,2.694999999999998,2.379999999999998,2.064999999999998,1.7499999999999982,1.4349999999999983,1.4349999999999983,1.4349999999999983,1.1199999999999983,1.1199999999999983,1.1199999999999983,0.8049999999999984,0.4899999999999984
6,6.0,5.4,5.4,5.4,5.1000000000000005,5.1000000000000005,5.1000000000000005,5.1000000000000005,4.800000000000001,4.500000000000001,4.200000000000001,4.200000000000001,3.9000000000000012,3.6000000000000014,3.6000000000000014,3.6000000000000014,3.6000000000000014,3.6000000000000014,3.6000000000000014,3.3000000000000016,3.0000000000000018,3.0000000000000018,2.700000000000002,2.400000000000002,2.1000000000000023,1.8000000000000023,1.2000000000000024,1.2000000000000024,1.2000000000000024,0.9000000000000024,0.9000000000000024,0.9000000000000024,0.9000000000000024,0.9000000000000024,0.9000000000000024
7,6.0,5.7,5.4,5.1000000000000005,5.1000000000000005,5.1000000000000005,4.800000000000001,4.800000000000001,4.500000000000001,4.200000000000001,3.9000000000000012,3.9000000000000012,3.6000000000000014,3.6000000000000014,3.3000000000000016,3.3000000000000016,3.0000000000000018,3.0000000000000018,2.700000000000002,2.700000000000002,2.400000000000002,2.400000000000002,2.400000000000002,2.400000000000002,2.1000000000000023,1.8000000000000023,1.5000000000000022,1.5000000000000022,1.2000000000000022,1.2000000000000022,1.2000000000000022,1.2000000000000022,0.9000000000000021,0.6000000000000021,0.6000000000000021
8,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.14,4.14,3.78,3.78,3.42,3.06,3.06,3.06,2.7,2.7,2.3400000000000003,2.3400000000000003,2.3400000000000003,1.9800000000000004,1.9800000000000004,1.9800000000000004,1.6200000000000006,1.6200000000000006,1.6200000000000006,1.6200000000000006,1.2600000000000007,1.2600000000000007,0.9000000000000007,0.9000000000000007,0.9000000000000007,0.9000000000000007,0.5400000000000007,0.5400000000000007
9,6.0,5.7,5.4,5.1000000000000005,5.1000000000000005,5.1000000000000005,4.800000000000001,4.500000000000001,4.200000000000001,3.9000000000000012,3.9000000000000012,3.6000000000000014,3.3000000000000016,3.0000000000000018,3.0000000000000018,3.0000000000000018,3.0000000000000018,3.0000000000000018,2.700000000000002,2.400000000000002,2.400000000000002,2.1000000000000023,2.1000000000000023,1.8000000000000023,1.5000000000000022,1.5000000000000022,1.2000000000000022,1.2000000000000022,1.2000000000000022,1.2000000000000022,1.2000000000000022,0.9000000000000021,0.9000000000000021,0.6000000000000021,0.6000000000000021
